,,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
1389,19310707,-5.46,-7.32,-5.43,-4.52,-4.32,-4.41,-3.65,-3.07,-3.09,-2.42
1390,19310708,-1.83,-4.87,-3.35,-2.6,-1.16,-0.51,-1.06,-0.43,-0.28,0
1391,19310709,0.87,1.93,-0.14,0.82,0.57,0.51,1.43,0.35,1.06,0.63
1392,19310710,2.82,2.66,1.67,2.12,1.8,1.15,0.74,0.92,0.36,1.34
1393,19310711,-2.66,-2.97,-1.34,-2.11,-2.15,-1.55,-1.61,-0.97,-1.23,-0.94
1394,19310713,-3.04,-2.91,-1.46,-1.91,-0.89,-1.36,-0.84,-1.64,-0.44,-1.23
1395,19310714,-1.06,-1.48,-1.62,-2.87,-1.19,-0.68,-0.64,0.14,-0.63,-0.15
1396,19310715,-4.2,-3.38,-3.55,-3.7,-1.95,-3.16,-2.03,-2.79,-1.64,-0.59
1397,19310716,4.92,3.07,3.88,3.47,3.04,1.65,1.88,1.48,1.75,1.49
1398,19310717,2.32,1.89,1.09,1.72,1.79,1.04,1.02,0.87,0.88,0.65
1399,19310718,-0.51,1.34,0.24,-0.4,0.57,-0.28,-0.49,0.25,0,-0.04
1400,19310720,2.85,1.31,1.65,2.32,1.8,1.09,1.14,1.4,0.93,0.78
1401,19310721,2.18,3.58,2.2,1.4,1.46,1.33,0.84,1.43,0.68,0.65
1402,19310722,-2.2,-3.58,-3.06,-2.4,-2.49,-2.64,-1.96,-1.26,-1.92,-1.13
1403,19310723,-1.11,-0.44,-0.36,-0.57,-0.23,-0.18,0.17,-0.29,0,-0.24
1404,19310724,-1.44,-3,-1.78,-1.92,-3.05,-2.32,-1.25,-1.16,-1.53,-0.94
1405,19310725,1.14,-0.67,-0.17,-1.05,-0.11,-0.26,-0.38,-0.63,-0.21,-0.36
1406,19310727,-0.27,0.58,-0.13,0.61,1.11,0.38,0.32,0.59,0.73,0.55
1407,19310728,1.42,0.76,0.58,1.5,0.79,1.08,0.83,0.91,0.77,1.04
1408,19310729,-3.03,-2.87,-3.06,-3.77,-4.21,-2.82,-2.81,-2.59,-1.89,-1.58
1409,19310730,-0.86,-0.07,0.58,0.13,1.18,0.31,0.14,0.66,0.58,0.67
1410,19310731,-1.37,-0.81,-1,-0.87,-0.51,0.11,-0.07,-0.62,-0.21,-0.62
1411,19310801,0.55,0.44,0.87,0.72,0.44,0.36,0.3,0.61,0.98,1.2
1412,19310803,0.96,0.28,0.65,0.68,0.84,0.13,0.81,0.45,0.46,0.3
1413,19310804,-1.35,-1.79,-1.05,-0.84,-0.69,-0.75,-1.03,-0.69,-0.05,-0.6
1414,19310805,-0.71,-1.87,-1.69,-1.42,-1.99,-1.4,-0.8,-1.86,-1.21,-0.66
1415,19310806,-0.56,-1.42,-0.66,-0.5,-0.09,-0.14,-0.72,-0.36,-1.02,-0.69
1416,19310807,-0.23,-0.11,-0.31,-0.13,0.76,-0.33,0.34,0.38,0.62,0.38
1417,19310808,-0.13,-0.13,1.55,0.03,-0.09,-0.43,-0.4,0.27,0.06,0.29
1418,19310810,-2.3,-1.13,-0.14,0.28,-1.04,-0.47,-1.22,-0.15,0.06,0.27
1419,19310811,2.23,3.73,4.35,3.46,4.17,2.9,2.59,2.99,2.34,2.42
1420,19310812,0.42,-1.1,-1.45,-2,-1.24,-1.66,-0.92,-1.11,-1,-1.14
1421,19310813,1.59,0.17,1.71,1.82,1.85,1.24,0.99,1.01,1.76,1.32
1422,19310814,2.94,2.39,3.01,2.92,1.79,1.63,1.33,1.59,1.38,2.04
1423,19310815,0.96,1.13,0.61,1.57,1.34,1.35,0.73,0.94,1.02,-0.01
1424,19310817,1.19,-1.13,-1.78,-3.28,-1.88,-2.83,-2.43,-2.06,-2.5,-2.25
1425,19310818,1.19,0.91,0.95,2.29,-0.44,0.45,0.34,0.02,0.38,-1.12
1426,19310819,2.72,0.02,0.51,1.12,0.89,-0.16,-0.19,-0.3,0.24,0.37
1427,19310820,-1.11,0.07,-0.12,0.43,-0.13,0.77,0.5,0.48,0.07,-0.77
1428,19310821,-3.5,-2.18,-2.31,-2.26,-3.2,-5.07,-1.98,-1.82,-1.88,-2.03
1429,19310822,-0.03,0.19,-0.68,-0.91,0.58,-0.37,-0.12,-0.06,-0.13,-0.17
1430,19310824,-0.52,-1.77,-0.26,-0.1,-0.45,-0.7,-0.65,-0.2,-0.6,-0.62
1431,19310825,-0.72,-0.61,-0.11,-0.3,-0.08,-0.41,-0.32,-0.34,-0.49,-0.03
1432,19310826,1.44,2.35,1.82,1.21,2.09,1.69,0.98,1.46,1.23,1.73
1433,19310827,1.04,-1.16,-1.1,-0.56,-0.65,-0.77,-0.48,-0.23,-0.29,-0.46
1434,19310828,0.93,0.2,1.35,1.06,0.21,1.19,0.86,0.75,0.74,0.72
1435,19310829,0.43,1.16,0.79,0.78,0.54,0.57,0.89,0.44,0.58,0.65
1436,19310831,-1.88,-2.55,-1.8,-0.67,-1.26,-1.4,-1.22,-1.11,-1.5,-1.33
1437,19310901,-0.27,0.95,0.14,0.35,0.12,0.37,0.54,0.12,0.24,0.64
1438,19310902,-2.5,-3.5,-2.28,-2.6,-2.06,-2.03,-1.29,-0.93,-1.29,-1.31
1439,19310903,-3.62,-2.45,-3.71,-3.11,-1.93,-1.62,-1.03,-2.2,-2.13,-3.05
1440,19310904,-1.52,-1.3,-0.28,0.13,-1.03,-6.37,-1.11,-0.1,-0.18,0.16
1441,19310908,-4.14,-4.95,-3.31,-3.46,-4.02,-2.63,-1.76,-2.79,-2.48,-3.11
1442,19310909,-4.25,-0.55,-0.22,-0.65,-0.79,-0.63,-0.54,-1.42,-0.37,-1.47
1443,19310910,-3.8,-1.74,-1.15,-1.38,-0.42,-2.39,-0.37,-1.08,-1.01,-1.01
1444,19310911,1.49,1.94,0.91,-0.28,0.76,0.99,0.25,0.8,-0.08,1.5
1445,19310912,-0.6,-2.72,-1.98,-2.21,-2.12,-2.96,-2.26,-1.34,-1.8,-2.27
1446,19310914,-4.02,-4.07,-2.88,-3.84,-2.55,-2.15,-3.21,-2.59,-2,-2.34
1447,19310915,-3.67,-1.46,-0.59,-1.21,-0.99,-1.77,-1.94,-1,-0.74,-1.21
1448,19310916,-0.19,-1.37,-0.96,-0.61,-1.57,-1.53,-1.05,-0.85,-0.62,-0.67
1449,19310917,1.46,1.34,1.62,0.73,1.33,1.76,1.2,1.52,1.68,1.08
1450,19310918,-4.69,-5.01,-4.74,-4.95,-4.15,-5.11,-4.76,-4.21,-4.41,-4.03
1451,19310919,-4.72,-3.23,-3.81,-1.89,-2.13,-3.9,-3.11,-3.17,-3.57,-4.82
1452,19310921,-2.21,-0.37,2.33,-2.55,-0.02,-2.19,-2.66,-0.82,-1.5,-3.54
1453,19310922,-2.19,-0.19,-0.69,-0.16,-1.2,-1.36,-0.45,-1.11,-1.21,-1.4
1454,19310923,12.73,8.7,7.4,10.4,6.4,7.92,7.88,4.44,4.52,8.98
1455,19310924,-7.2,-9.06,-9.27,-8.09,-7.73,-7.49,-7.22,-5.48,-6.02,-7.24
1456,19310925,2.2,2.7,1.1,2.24,0.9,1.96,2.01,1.23,1.63,1.09
1457,19310926,-0.82,-0.98,-0.99,-0.58,-0.02,-1.76,-2.12,-0.96,-1.2,-1.39
1458,19310928,-2.69,-2.2,-1.96,-1.49,-1.02,-1.93,-1.58,-2.61,-2.76,-1.76
1459,19310929,-3.5,-3.66,-5.19,-3.2,-2.95,-2.95,-4.87,-3.5,-5.21,-4.62
1460,19310930,-1.21,-1.8,-2.02,-3.29,-2.24,-3.07,-2.3,-2.31,-4.17,-4.94
1461,19311001,-2.96,-0.61,-1.77,-1.04,-2.83,-1.83,-1.1,-0.93,-2.7,-2.84
1462,19311002,1.32,-0.85,0.77,0.67,1.52,1.23,-0.14,1.1,3.19,2.96
1463,19311003,-4.12,-4.91,-4.42,-2.62,-1.82,-2.85,-3.17,-2.43,-2.73,-3.44
1464,19311005,-7.66,-7.62,-8.44,-6.85,-4.8,-4.82,-7.1,-4.53,-6.07,-7.87
1465,19311006,12.81,11.83,14.64,12.46,10.97,9.28,12.93,9.37,11.09,13.36
1466,19311007,-0.63,-2.13,-2.99,-1.3,0.1,0.74,-0.02,-2.12,-0.31,-0.21
1467,19311008,10.39,12.45,9.03,8.05,8.84,9.18,6.66,5.78,7.9,9.28
1468,19311009,5.17,2.79,3.14,0.25,-0.28,-0.06,-0.14,0.03,-1.01,-0.71
1469,19311010,0.72,0.92,0.77,0.03,-0.34,1.44,1.06,1.46,0.78,0.19
1470,19311013,-5.94,-5.53,-5.64,-5.35,-4.54,-4.31,-5.06,-3.87,-5.02,-4.51
1471,19311014,-4.61,-3.01,-3.9,-3.6,-2.42,-2.16,-1.96,-2.64,-1.03,-1.77
1472,19311015,1.29,2.2,1.91,2.51,2.34,2.36,1.17,1.76,1.68,2.57
1473,19311016,4.24,3.15,3.55,4.39,3.15,2.77,3.13,2.87,2.59,2.57
1474,19311017,1.05,-0.31,0.96,-0.22,0.36,0.17,-0.47,0.17,0.41,-0.32
1475,19311019,-0.25,-0.45,0.82,1.69,0.07,0.76,0.43,0.79,0.97,0.5
1476,19311020,6.49,6.63,5.09,5.07,4.89,4.26,4.14,3.84,3.24,3.07
1477,19311021,-0.36,-2,-2.48,-2.22,-3.36,-0.81,-1.3,-0.07,0.15,-0.19
1478,19311022,-2.49,-4.99,-3.71,-3.49,-2.99,-3.39,-3.02,-3.14,-2.82,-3.4
1479,19311023,1.23,2.77,2.89,2.98,3.72,4.29,2.66,2.69,2.17,3.12
1480,19311024,1.26,0.29,0.83,1.08,0.1,0.7,0.62,0.66,1.38,1.73
1481,19311026,-4,-2.35,-3.14,-3.57,-2.52,-2.62,-2.93,-2.23,-1.68,-1.64
1482,19311027,-2.31,-2.52,-2.55,-2.65,-3.19,-2.56,-1.19,-1.24,-1.36,-1.24
1483,19311028,-4.06,-3.51,-3.3,-4.07,-2.5,-2.85,-2.38,-2.44,-2.12,-2.03
1484,19311029,0.33,0.2,0.16,0.11,0.7,-0.39,0.47,0.48,-0.22,-0.49
1485,19311030,2.86,4.48,4.13,2.99,2.75,3.53,3.25,2.07,1.05,2.12
1486,19311031,1.77,2.5,1.02,1.6,1.14,0.41,1.73,0.99,0.66,1.24
1487,19311102,0.26,-0.22,-0.36,-0.9,-0.2,0.14,-0.01,-0.02,-0.66,-0.11
1488,19311104,1.18,2.68,2.98,2.69,3.56,3.07,2.6,2.46,2.52,1.99
1489,19311105,-2.24,-0.47,-0.32,0.38,-0.3,-0.47,-0.4,-0.41,0.3,0.03
1490,19311106,3.28,2.94,3.26,3.26,3.35,3.17,3.21,2.45,2.13,1.91
1491,19311107,4.16,5.79,2.97,3.15,3.15,2.67,2.96,2.33,1.13,1.63
1492,19311109,3.75,2.58,-0.13,2.31,2.79,1.33,0.79,0.82,1.2,-0.11
1493,19311110,-2.83,-3.33,-2.41,-2.04,-2.61,-1.81,-2.03,-1.83,-1.24,-1.65
1494,19311111,-1.67,-1.99,-2.95,-2.29,-1.67,-1.67,-1.42,-0.66,-0.95,-1.05
1495,19311112,0.56,-0.66,0.46,-1.11,-0.63,-0.78,-0.42,0.51,-0.27,-0.23
1496,19311113,-7.85,-5.25,-6.17,-3.82,-4.98,-3.29,-2.72,-2.56,-2.45,-1.79
1497,19311114,-1.61,1.81,0.98,-1.72,-1.44,-1.29,-1.34,-1.45,-0.82,-1.51
1498,19311116,-1.34,-1.54,-2.49,-3.06,-1.39,-1.08,-0.93,-1.23,-0.69,-1.15
1499,19311117,0.7,1.34,0.07,1.26,-0.01,0.9,1.9,1.3,1.28,1.3
1500,19311118,-2.35,-3.62,-4.36,-2.86,-3.82,-3.29,-3.64,-3.08,-2.47,-2.02
1501,19311119,-1.38,0.15,1.48,-0.55,0.04,0.02,-1.62,-0.32,-0.1,-1.58
1502,19311120,-3.71,-3.41,-5.17,-4.53,-3.64,-3.61,-3.15,-2.27,-2.57,-2.28
1503,19311121,0.43,-1,0.99,-0.44,0.15,-1.26,-0.3,-0.77,-0.87,-0.49
1504,19311123,-4.34,-4.08,-0.49,-1.59,-1.86,-1.44,-0.42,-0.5,-0.84,0.55
1505,19311124,-0.06,0.12,2.2,1.37,1.37,2.45,1.82,1.62,1.55,0.78
1506,19311125,-4.42,-5.1,-3.47,-4.21,-4.31,-3.91,-3.52,-2.61,-2.45,-2.08
1507,19311127,-4.71,-3.59,-5.93,-3.69,-3.59,-3.09,-2.43,-1.84,-1.98,-1.43
1508,19311128,-0.47,-3.29,-3.93,-1.93,-1.85,-1.79,-0.93,-0.87,-1.14,-0.89
1509,19311130,3.45,4.45,7.87,5.16,2.53,4.08,4.3,2.59,2.78,2.62
1510,19311201,-1.91,-1.47,0.65,-2.57,-1.42,-1.26,-0.6,-0.83,-0.43,-0.33
1511,19311202,-7.5,-6.88,-2.71,-3.88,-2.98,-3.53,-3.15,-3.11,-2.39,-2.28
1512,19311203,0.64,3.97,0.49,0.53,0.99,1.6,0.37,2.05,1.39,2.08
1513,19311204,-3.43,-4.06,-3.05,-2.1,-2.95,-1.78,-1.66,-1.87,-1.81,-1.77
1514,19311205,2.82,2.93,3.84,5.43,3.46,3.09,2.58,3.3,2.31,1.78
1515,19311207,0.36,-1.41,-0.3,-1.74,-1.12,0.08,0.85,-0.31,0.08,0.89
1516,19311208,-4.09,-6.43,-5.33,-3.54,-2.35,-3.51,-3.42,-2.8,-2.44,-1.47
1517,19311209,-3.74,-4.3,-2.54,-3.74,-2.45,-3.52,-2.13,-2.1,-2.51,-2.54
1518,19311210,-5.54,-0.94,-0.79,-3.05,-3.98,-3.22,-2.63,-0.69,-1.86,-1.34
1519,19311211,-7.22,-3.59,-3.11,-4.92,-3.99,-3.23,-1.84,-1.93,-2.76,-1.85
1520,19311212,0.31,-0.26,-0.87,-3.27,-2.26,-1.69,-1.22,-0.32,-1.62,-0.87
1521,19311214,-5.21,-3.53,-3.15,-2.85,-2.23,-2.96,-0.45,-1.75,-3.92,-1.32
1522,19311215,2.12,0.69,0.28,-0.23,0.66,-1.2,1.74,1.01,1.63,0.31
1523,19311216,-3.27,-3.18,-2.47,-2.81,-1.73,-0.35,-2.53,-2.78,-1.19,-1.52
1524,19311217,-3.24,-3.59,-2.29,-4.61,-3.21,-4.66,-2.74,-2.51,-3.38,-1.75
1525,19311218,12.37,17.42,13.84,11.56,11.6,9.45,7.78,6.67,7.24,4.38
1526,19311219,3.52,1.21,2.47,2.51,2.1,1.75,1.08,-0.21,0.07,0.47
1527,19311221,-4.13,-4.74,-4.81,-4.54,-3.89,-2.97,-1.32,-3.44,-1.56,-0.84
1528,19311222,0.12,1.07,0.89,2.01,1.88,1.5,2.11,1.43,1.33,-0.14
1529,19311223,-6.23,-5.86,-6.98,-6.96,-3.84,-4.45,-3.18,-3.02,-2.73,-1.74
1530,19311224,-1.93,-1.01,-0.37,0.13,0.6,-0.62,0.4,0.14,-0.09,0.39
1531,19311228,-4.21,-1.88,-5.08,-3.77,-3.63,-3.49,-2.26,-2.43,-1.66,-1.2
1532,19311229,0.1,2.81,1.51,1.76,1.52,1.85,2.68,2.89,2.32,0.24
1533,19311230,0.94,0.78,1.55,1.35,1.09,2.73,1.72,1.32,1.27,1.03
1534,19311231,5.11,2.84,1.44,2.5,3.21,1.31,0.02,0.76,0.64,2.71
1535,19320102,-2.26,0.06,-2.62,-2.7,-3.38,-1.98,-4.64,-4.44,-3.04,-4.15
1536,19320104,-3.12,-3.9,-3.74,-4.21,-3.62,-4.08,-3.39,-2.61,-2.54,-2.44
1537,19320105,2.58,-0.38,-0.36,0.65,-0.05,-1.1,-0.77,-0.45,-0.24,-0.19
1538,19320106,5.57,9.76,10.8,8.6,8.1,7.69,7.68,5.42,4.98,3.52
1539,19320107,11.55,6.47,3.26,3.66,2.72,3.09,1.25,1.87,1,1.53
1540,19320108,6.22,9.05,7.37,5.18,5.74,3.9,4.22,2.65,3.35,0.97
1541,19320109,-1.71,-1.85,-3.29,-1.67,-1.48,-1.42,-1.96,-1.3,-1.69,-0.48
1542,19320111,5.32,5.37,4.03,2.11,1.9,0.86,0.99,1.32,0.22,0.29
1543,19320112,-0.52,-0.57,-1.75,-1.18,-1.03,-0.53,-0.89,-1.49,-0.77,0.21
1544,19320113,6,6.42,6.66,6.24,6.09,5.37,4.05,4.86,3.95,2.56
1545,19320114,0.88,0.34,1.29,0.73,0.99,1.56,1.15,1.18,1.03,1.29
1546,19320115,1.02,1.43,0.72,1.62,0.15,-0.2,-0.92,-0.04,-0.41,-0.53
1547,19320116,-0.91,-2.31,-2.84,-2.33,-1.78,-1.09,-1.55,-1.87,-1.25,-0.51
1548,19320118,-4.06,-3.6,-2.46,-4.52,-3.7,-1.93,-3.07,-2.28,-1.59,-1.32
1549,19320119,-2.71,-1.07,-0.84,0.11,0.61,-0.76,-1.33,-0.11,0.17,0.04
1550,19320120,2.94,2.8,4.18,2.82,3,1.43,0.75,1.89,1.34,0.88
1551,19320121,-0.09,-0.28,-0.12,0.04,1.08,0.41,0.35,-0.65,-0.04,-0.27
1552,19320122,-3.85,-7.19,-3.83,-5.62,-5.39,-3.19,-3.9,-4.59,-2.88,-1.14
1553,19320123,0.02,-1.11,-2.17,-1.8,-1.44,-2.31,-0.79,-0.38,-0.91,-0.59
1554,19320125,0.81,2.2,1.06,1.94,0.98,0.64,0.55,0.39,-0.11,0.38
1555,19320126,0.6,0.71,-0.2,0.82,1.91,0.44,0.77,0.97,1.38,0.26
1556,19320127,-2.12,-1.88,-2.95,-1.79,-2.58,-2.32,-1.62,-1.35,-1.6,-0.75
1557,19320128,-3.47,-1.09,-2.21,-2.1,-0.95,-0.35,-1.85,-1.18,-1.43,-0.13
1558,19320129,-3.31,-3.45,-1.95,0.31,-2.06,-0.71,-0.62,-1.09,-1.21,-0.67
1559,19320130,0.05,-0.43,-1.11,-0.87,-0.57,0.05,-0.87,-0.11,-0.02,-0.58
1560,19320201,6.19,6.31,7.1,5.32,4.62,3.99,4.43,2.74,3.11,1.57
1561,19320202,-2.33,-4.83,-2.98,-3.52,-2.19,-2.55,-2.33,-1.24,-1.26,-0.26
1562,19320203,-0.59,0.31,2.15,-0.07,-1.71,0.36,0.2,-0.38,0.19,-0.45
1563,19320204,-1.39,-1.59,-1.03,-2.05,-0.68,-0.86,-0.75,0.03,-0.5,-0.13
1564,19320205,-3.63,-3.72,-5.1,-4.58,-3.1,-2.86,-2.95,-2.27,-2.53,-1.87
1565,19320206,-0.83,-0.17,-0.73,-0.22,-0.81,-1.95,-0.66,-0.63,-0.65,-1.47
1566,19320208,-0.42,-2.27,-0.07,-1.54,-0.59,0.35,-1.72,-1.02,-0.33,-1.69
1567,19320209,-1.29,-0.33,-2.39,-1.22,-1.94,-1.72,-1.13,-1.02,-1.37,-0.52
1568,19320210,-1.4,2.88,0.97,-0.4,0.77,-0.47,-0.58,-0.26,-0.16,0.52
1569,19320211,9.05,8.27,10.11,9.14,7.83,9.29,9.22,6.85,6.51,3.17
1570,19320213,6.11,10.95,10.59,9.53,8.39,8.75,9.61,7.25,8.55,4.1
1571,19320215,-3.99,1.75,-3.56,-2.73,-2.5,-3.3,-3.88,-2.83,-2.67,-1.2
1572,19320216,8.06,6.31,3.38,5.25,4.1,4.42,3.19,3.44,3.47,2.43
1573,19320217,-2.48,-4.66,-5.24,-3.86,-4.28,-3.46,-3.84,-3.45,-3.3,-1.82
1574,19320218,1.6,3.68,4.42,0.12,1.27,2.92,2.12,2.79,2.01,0.82
1575,19320219,1.89,1.03,0.7,0.38,0.03,-0.4,0.95,-0.25,0.68,0.06
1576,19320220,-2.92,-2.75,-3.04,-3.03,-2.87,-1.9,-2.9,-2.16,-1.72,-1.19
1577,19320223,-1.65,-4.36,-4.41,-3.49,-4,-5.2,-4.44,-2.98,-1.8,-1.46
1578,19320224,0.59,3.42,1.18,3.61,1.61,2.97,2.45,2.1,0.91,1.05
1579,19320225,-0.91,-0.42,-0.79,-0.89,-1.74,-0.79,-0.97,-0.11,-0.9,-0.8
1580,19320226,-0.56,-1.28,-0.63,-0.49,0.58,0.33,0.33,-0.15,0.07,0.27
1581,19320227,-1.11,-1.46,0.47,0.01,-0.49,-0.53,-0.25,0.4,-0.03,0.16
1582,19320229,0.3,-0.89,-0.82,-1.05,-1.48,-0.22,0.54,-0.6,-0.31,-0.02
1583,19320301,-0.59,-0.01,0.26,-0.67,0.7,0.39,0.53,0.56,0.21,0.56
1584,19320302,4.44,6.99,5.36,5.68,5.29,3.56,3.91,4.04,2.71,1.57
1585,19320303,-0.99,0.04,-1.1,-0.95,-0.77,1,0.07,-0.02,0.82,-0.04
1586,19320304,0.34,-0.77,0,0.79,-1.35,0.8,0.23,0.33,0.15,-0.25
1587,19320305,4.64,4.16,3.18,4.46,2.55,2.09,3.43,1.94,1.52,2.31
1588,19320307,-2.41,-2.63,-2.52,-1.22,-1.69,-1.57,-0.36,-1.72,-0.17,-0.61
1589,19320308,1.86,1.3,2.05,2.47,1.9,1.5,0.95,1.93,1.38,0.45
1590,19320309,-2.52,-1.04,-0.9,-1.96,-1.89,-1.72,-1.81,-1.6,-0.98,0.3
1591,19320310,-1.12,-0.91,-1.6,-1.47,-1.04,-1.56,-1.13,-0.59,-0.18,-0.79
1592,19320311,-2.34,-3.71,-2.31,-3.2,-2.36,-2.64,-2.62,-2.35,-1.46,-1.13
1593,19320312,-0.66,0.14,0.9,0.39,0.9,1.25,0.57,0.96,0.24,0.8
1594,19320314,-6.11,-4.34,-5.3,-4.41,-4.87,-2.88,-3.12,-3.04,-2.44,-2.1
1595,19320315,-3.09,-1.35,-0.52,-0.59,-0.33,-0.82,-0.34,-0.41,-0.26,0.18
1596,19320316,-2.61,-3.09,-2.44,-2.28,-2.11,-2.24,-2.77,-2.43,-1.48,-1.8
1597,19320317,2.99,4.41,2.46,1.94,2.6,2.26,0.68,2.06,1.64,0.84
1598,19320318,-2.11,-5.14,-2.41,-3.16,-4.83,-2.91,-1.82,-2.15,-1.91,-0.94
1599,19320319,-0.47,0.11,-1.15,-0.54,-0.72,-0.39,-0.74,-0.61,-1.06,-0.15
1600,19320321,1.12,1.74,0.85,0.38,1.93,0.75,0.47,1.35,1.84,0.41
1601,19320322,-0.67,-0.37,-1.23,-2.22,0.04,-0.36,-0.75,-0.16,-1.45,-0.57
1602,19320323,-2.07,-1.75,-0.87,-1.67,-1.5,-1.19,-2.11,-1.13,-1.01,-0.23
1603,19320324,-1.25,-1.22,-2.24,-1.24,-0.54,-1.73,-1.43,-0.48,-0.64,-0.4
1604,19320326,-4.55,-4.17,-2.66,-2.38,-4.51,-3.82,-3.24,-2.24,-2.52,-2.2
1605,19320328,-1.02,-0.5,-2.57,-1.58,-0.86,-0.9,0.31,-1.27,-0.11,-1.59
1606,19320329,0,-1.67,-0.66,0.38,-0.88,0.94,0.15,0.51,0.38,1.45
1607,19320330,1.08,0.87,-0.65,2.96,1.39,1.23,1.82,1.95,1.97,0.52
1608,19320331,-3.59,-7.9,-6.36,-5.2,-5.09,-6.36,-3.86,-4.74,-3.93,-3.09
1609,19320401,-2.23,-2.77,-2.05,-0.67,-1.91,-2.67,-2.5,-0.64,-1,-1.79
1610,19320402,-0.69,-4.02,-2.24,-1.85,-1.48,-1.29,-1.06,-0.56,-0.89,-1.18
1611,19320404,-2.84,-0.67,-0.43,-0.74,-1.33,-0.04,-0.67,-0.16,-1.15,-0.81
1612,19320405,-4.84,-5.33,-7.12,-4.89,-5.15,-4.28,-4.11,-3.73,-2.79,-2.51
1613,19320406,-4.04,-3.07,-4.21,-3.82,-2.76,-4.77,-2.69,-1.54,-1.56,-1.68
1614,19320407,-3.47,-0.59,-1.77,-0.73,-1.3,-3.13,-1.05,-0.24,0.01,-0.4
1615,19320408,-5.14,-5.89,-4.75,-4.75,-3.49,-5.61,-4.35,-3.88,-2.8,-3.24
1616,19320409,1.88,3.7,2.85,2.53,2.77,2.72,1.42,1.87,0.81,1.84
1617,19320411,-4.35,-5.53,-3.75,-2.34,-4.59,-3.68,-3.63,-3.27,-2.14,-3
1618,19320412,-2.94,-2.67,-0.02,0.9,-0.87,1.14,-0.28,0.39,-2.15,0.02
1619,19320413,0.28,-0.19,0.4,-0.94,-1.96,-0.54,-0.83,-0.83,-2.62,-0.36
1620,19320414,5.51,5.4,4.21,3.15,5.14,4.43,2.19,2.44,3.32,1.87
1621,19320415,7.59,4,6.92,4.3,4.26,3.07,2.81,2.13,2.19,2.36
1622,19320416,0.47,-1.08,-1.17,0.16,-1.62,-0.34,-1.86,-1.56,-1,0.56
1623,19320418,-0.4,-2.09,-5.19,-2.14,-4.68,-2.37,-2.8,-3.27,-1.92,-1.17
1624,19320419,-4.69,-0.01,-0.76,-0.33,-2.41,-1.02,-1.35,-1.4,-0.75,-0.84
1625,19320420,3.67,2.76,1.59,0.33,-0.69,0.13,0.23,-0.27,-1.58,-0.06
1626,19320421,4.83,2.87,3.12,3.96,2.88,2.83,2.88,3.65,2.25,1.43
1627,19320422,-4.97,-5.47,-4.54,-5.49,-4.36,-2.42,-4.25,-3.85,-3.74,-1.65
1628,19320423,0.28,0.55,1.44,0.27,1.35,1.61,0.36,1.13,0.84,-0.24
1629,19320425,0.13,0.45,0.1,-0.17,-0.11,-0.34,-0.03,0.09,0.55,0
1630,19320426,0.41,1.9,1.33,1.23,0.8,1.69,1.76,1.46,1.79,0.63
1631,19320427,3.3,1.26,1.81,0.65,1.71,3,2.82,2.05,2.58,1.74
1632,19320428,-6.5,-6.05,-4.33,-4.45,-4.49,-3.23,-4.87,-3.56,-2.67,-1.01
1633,19320429,-3.53,-4.79,-4.39,-3.6,-3.95,-4.08,-3.34,-2.28,-1.84,-2.74
1634,19320430,-0.2,-0.9,-2.41,-0.47,0.07,0.03,-0.1,-0.16,0.33,-0.15
1635,19320502,-3.56,-3.02,-1.79,-1.43,-1.33,-2.06,-1.97,-0.84,-0.96,-1.49
1636,19320503,-3.11,-2.12,-2.34,-0.61,-0.16,-2.35,-1.9,-1.4,-0.81,-0.62
1637,19320504,-0.86,-0.51,0.62,-1.44,0.46,1.36,0.6,0.7,1.15,1.14
1638,19320505,-3.11,-3.04,-0.82,0.47,-1.53,-0.86,-0.4,-0.56,-0.44,-0.21
1639,19320506,8.14,9.41,7.54,4.87,9.65,7.36,6.25,6.18,5.56,3.07
1640,19320507,-1.67,0.06,-1.84,0.77,-1.3,-2.92,-1.05,-1.1,-0.54,-0.46
1641,19320509,-3.12,-3.46,-2.47,-2.37,-0.68,0.02,-1.69,-0.48,-1.22,-0.74
1642,19320510,-1.99,-0.27,0.43,0.04,1.92,0.86,1.11,0.88,0.9,0.93
1643,19320511,-2.57,-1.18,0.13,-0.92,-1.02,0.05,-0.38,0.06,0.11,-0.6
1644,19320512,-4.77,-7.35,-4.16,-2.94,-4.02,-2.93,-4,-2.36,-2.44,-1.4
1645,19320513,-4.8,-4.92,-3.47,-2.88,-4.11,-3.62,-3.47,-2.97,-1.77,-2.61
1646,19320514,-0.4,-1.69,-1.5,-0.78,-2.22,-0.96,-1.56,-0.76,-2.63,-1.47
1647,19320516,0.66,2.28,1.51,1.76,2.36,0.53,2.5,1.77,2.06,0.58
1648,19320517,0.5,-0.32,-0.93,-0.59,1.38,0.14,0.27,-0.46,-0.37,0.84
1649,19320518,-2.73,-3.86,-2.5,-1.82,-3.53,-1.4,-2.48,-1.68,-1.42,-1.16
1650,19320519,-3.52,0.36,-1.61,0.81,0.92,0.19,0.73,0.09,-0.1,-0.94
1651,19320520,-2.44,-2.93,-1.55,0.43,-0.5,0.61,0.74,-0.11,0.03,0.31
